
  0%|          | 0/50 [00:00<?, ?it/s]
Epoch 13 | train_loss: 0.0943:  28%|██▊       | 14/50 [08:28<18:46, 31.30s/it]
Epoch 14 | train_loss: 0.0947:  28%|██▊       | 14/50 [08:59<18:46, 31.30s/it]
Epoch 14 | train_loss: 0.0947:  30%|███       | 15/50 [08:59<18:16, 31.33s/it]
Epoch 15 | train_loss: 0.0888:  30%|███       | 15/50 [09:34<18:16, 31.33s/it]
Epoch 15 | train_loss: 0.0888:  32%|███▏      | 16/50 [09:34<18:18, 32.30s/it]
Epoch 16 | train_loss: 0.0913:  32%|███▏      | 16/50 [10:08<18:18, 32.30s/it]
Epoch 16 | train_loss: 0.0913:  34%|███▍      | 17/50 [10:08<18:08, 32.99s/it]
Epoch 17 | train_loss: 0.0890:  34%|███▍      | 17/50 [10:45<18:08, 32.99s/it]
Epoch 17 | train_loss: 0.0890:  36%|███▌      | 18/50 [10:45<18:08, 34.01s/it]
Epoch 18 | train_loss: 0.0932:  36%|███▌      | 18/50 [11:17<18:08, 34.01s/it]
Epoch 18 | train_loss: 0.0932:  38%|███▊      | 19/50 [11:17<17:23, 33.67s/it]
Epoch 19 | train_loss: 0.0851:  38%|███▊      | 19/50 [11:49<17:23, 33.67s/it]
Epoch 19 | train_loss: 0.0851:  40%|████      | 20/50 [11:49<16:32, 33.08s/it]
Epoch 20 | train_loss: 0.0876:  40%|████      | 20/50 [12:17<16:32, 33.08s/it]
Epoch 20 | train_loss: 0.0876:  42%|████▏     | 21/50 [12:17<15:14, 31.53s/it]
Epoch 21 | train_loss: 0.0801:  42%|████▏     | 21/50 [12:49<15:14, 31.53s/it]
Epoch 21 | train_loss: 0.0801:  44%|████▍     | 22/50 [12:49<14:49, 31.78s/it]
Epoch 22 | train_loss: 0.0816:  44%|████▍     | 22/50 [13:25<14:49, 31.78s/it]
Epoch 22 | train_loss: 0.0816:  46%|████▌     | 23/50 [13:25<14:48, 32.90s/it]
Epoch 23 | train_loss: 0.0856:  46%|████▌     | 23/50 [14:01<14:48, 32.90s/it]
Epoch 23 | train_loss: 0.0856:  48%|████▊     | 24/50 [14:01<14:37, 33.74s/it]
Epoch 24 | train_loss: 0.0894:  48%|████▊     | 24/50 [14:37<14:37, 33.74s/it]
Epoch 24 | train_loss: 0.0894:  50%|█████     | 25/50 [14:37<14:25, 34.63s/it]
Epoch 25 | train_loss: 0.0878:  50%|█████     | 25/50 [15:12<14:25, 34.63s/it]
Epoch 25 | train_loss: 0.0878:  52%|█████▏    | 26/50 [15:12<13:52, 34.69s/it]
Epoch 26 | train_loss: 0.0806:  52%|█████▏    | 26/50 [15:48<13:52, 34.69s/it]
Epoch 26 | train_loss: 0.0806:  54%|█████▍    | 27/50 [15:48<13:25, 35.04s/it]
Epoch 27 | train_loss: 0.0831:  54%|█████▍    | 27/50 [16:24<13:25, 35.04s/it]
Epoch 27 | train_loss: 0.0831:  56%|█████▌    | 28/50 [16:24<12:54, 35.21s/it]
Epoch 28 | train_loss: 0.0825:  56%|█████▌    | 28/50 [16:59<12:54, 35.21s/it]
Epoch 28 | train_loss: 0.0825:  58%|█████▊    | 29/50 [16:59<12:18, 35.17s/it]
Epoch 29 | train_loss: 0.0862:  58%|█████▊    | 29/50 [17:34<12:18, 35.17s/it]
Epoch 29 | train_loss: 0.0862:  60%|██████    | 30/50 [17:34<11:44, 35.23s/it]
Epoch 30 | train_loss: 0.0754:  60%|██████    | 30/50 [18:08<11:44, 35.23s/it]
Epoch 30 | train_loss: 0.0754:  62%|██████▏   | 31/50 [18:08<11:00, 34.76s/it]
Epoch 31 | train_loss: 0.0781:  62%|██████▏   | 31/50 [18:42<11:00, 34.76s/it]
Epoch 31 | train_loss: 0.0781:  64%|██████▍   | 32/50 [18:42<10:25, 34.75s/it]
Epoch 32 | train_loss: 0.0723:  64%|██████▍   | 32/50 [19:18<10:25, 34.75s/it]
Epoch 32 | train_loss: 0.0723:  66%|██████▌   | 33/50 [19:18<09:53, 34.94s/it]
Epoch 33 | train_loss: 0.0792:  66%|██████▌   | 33/50 [19:53<09:53, 34.94s/it]
Epoch 33 | train_loss: 0.0792:  68%|██████▊   | 34/50 [19:53<09:22, 35.14s/it]
Epoch 34 | train_loss: 0.0737:  68%|██████▊   | 34/50 [20:29<09:22, 35.14s/it]
Epoch 34 | train_loss: 0.0737:  70%|███████   | 35/50 [20:29<08:49, 35.28s/it]
Epoch 35 | train_loss: 0.0788:  70%|███████   | 35/50 [21:04<08:49, 35.28s/it]
Epoch 35 | train_loss: 0.0788:  72%|███████▏  | 36/50 [21:04<08:11, 35.08s/it]
Epoch 36 | train_loss: 0.0717:  72%|███████▏  | 36/50 [21:39<08:11, 35.08s/it]
Epoch 36 | train_loss: 0.0717:  74%|███████▍  | 37/50 [21:39<07:37, 35.16s/it]
Epoch 37 | train_loss: 0.0744:  74%|███████▍  | 37/50 [22:14<07:37, 35.16s/it]
Epoch 37 | train_loss: 0.0744:  76%|███████▌  | 38/50 [22:14<07:01, 35.10s/it]
Epoch 38 | train_loss: 0.0721:  76%|███████▌  | 38/50 [22:46<07:01, 35.10s/it]
Epoch 38 | train_loss: 0.0721:  78%|███████▊  | 39/50 [22:46<06:14, 34.07s/it]
Epoch 39 | train_loss: 0.0736:  78%|███████▊  | 39/50 [23:15<06:14, 34.07s/it]
Epoch 39 | train_loss: 0.0736:  80%|████████  | 40/50 [23:15<05:25, 32.55s/it]
Epoch 40 | train_loss: 0.0801:  80%|████████  | 40/50 [23:46<05:25, 32.55s/it]
Epoch 40 | train_loss: 0.0801:  82%|████████▏ | 41/50 [23:46<04:48, 32.07s/it]
Epoch 41 | train_loss: 0.0732:  82%|████████▏ | 41/50 [24:17<04:48, 32.07s/it]
Epoch 41 | train_loss: 0.0732:  84%|████████▍ | 42/50 [24:17<04:13, 31.73s/it]
Epoch 42 | train_loss: 0.0750:  84%|████████▍ | 42/50 [24:52<04:13, 31.73s/it]
Epoch 42 | train_loss: 0.0750:  86%|████████▌ | 43/50 [24:52<03:49, 32.81s/it]
Epoch 43 | train_loss: 0.0746:  86%|████████▌ | 43/50 [25:28<03:49, 32.81s/it]
Epoch 43 | train_loss: 0.0746:  88%|████████▊ | 44/50 [25:28<03:22, 33.71s/it]
Epoch 44 | train_loss: 0.0726:  88%|████████▊ | 44/50 [26:02<03:22, 33.71s/it]
Epoch 44 | train_loss: 0.0726:  90%|█████████ | 45/50 [26:02<02:49, 33.81s/it]
Epoch 45 | train_loss: 0.0743:  90%|█████████ | 45/50 [26:34<02:49, 33.81s/it]
Epoch 45 | train_loss: 0.0743:  92%|█████████▏| 46/50 [26:34<02:12, 33.21s/it]
Epoch 46 | train_loss: 0.0714:  92%|█████████▏| 46/50 [27:06<02:12, 33.21s/it]
Epoch 46 | train_loss: 0.0714:  94%|█████████▍| 47/50 [27:06<01:38, 32.87s/it]
Epoch 47 | train_loss: 0.0661:  94%|█████████▍| 47/50 [27:37<01:38, 32.87s/it]
Epoch 47 | train_loss: 0.0661:  96%|█████████▌| 48/50 [27:37<01:05, 32.56s/it]
Epoch 48 | train_loss: 0.0687:  96%|█████████▌| 48/50 [28:05<01:05, 32.56s/it]
Epoch 48 | train_loss: 0.0687:  98%|█████████▊| 49/50 [28:05<00:30, 30.95s/it]
Epoch 49 | train_loss: 0.0730:  98%|█████████▊| 49/50 [28:36<00:30, 30.95s/it]
Epoch 49 | train_loss: 0.0730: 100%|██████████| 50/50 [28:36<00:00, 31.04s/it]
Epoch 49 | train_loss: 0.0730: 100%|██████████| 50/50 [28:36<00:00, 34.33s/it]
